id,product_A_sold_in_the_past,product_B_sold_in_the_past,product_A_recommended,product_A,product_C,product_D,cust_hitrate,cust_interactions,cust_contracts,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
4655,0.18818,-0.21457,-0.1097,-0.0891,-0.02372,-0.04247,-0.01657,1.53543,-0.34997,1.24404,-0.28185,0,0,1,1,1
4656,0.42508,-0.31499,-0.1097,-0.0891,-0.02372,-0.04247,-0.76383,0.57902,-0.34997,1.53945,-0.28185,0,0,0,1,0
4657,-0.25992,-0.33507,-0.1097,-0.0891,-0.02372,-0.04247,-0.40158,-0.40999,-0.34997,-1.11923,-0.28185,1,0,0,0,0
4658,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.4297,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,0
4659,-0.25992,-0.0714,-0.1097,-0.0891,-0.02372,-0.04247,0.83019,0.05734,-0.34997,1.24404,-0.28185,0,0,0,1,0
4660,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.30453,-0.6817,-0.34997,1.83486,-0.28185,1,0,0,0,0
4661,-0.25992,-0.32071,-0.1097,-0.0891,-0.02372,-0.04247,-0.56776,-0.14915,-0.34997,1.83486,-0.28185,0,0,0,1,0
4662,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.09171,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,0
4663,-0.25992,-0.31215,-0.1097,-0.0891,-0.02372,-0.04247,-0.01998,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,1
4664,3.77361,6.44745,-0.1097,-0.0891,-0.02372,-0.04247,1.61594,-0.6817,-0.34997,0.94864,-0.28185,1,0,0,0,1
4665,-0.25992,-0.33845,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.57302,-0.34997,0.35782,-0.28185,0,0,0,0,0
4666,-0.25992,-0.32847,-0.1097,-0.0891,-0.02372,-0.04247,-0.45552,0.07908,-0.34997,-1.11923,-0.28185,1,0,0,1,0
4667,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.03863,0.67684,-0.34997,-0.233,-0.28185,0,0,0,1,0
4668,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.01134,-0.39912,-0.34997,1.53945,-0.28185,0,0,0,0,1
4669,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4670,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71015,0.13342,1.55774,0.94864,-0.28185,0,0,1,0,1
4671,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.31056,2.00277,-0.34997,0.35782,-0.28185,0,0,0,1,1
4672,-0.25992,-0.31362,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,0,0
4673,-0.25992,-0.30942,-0.1097,-0.0891,-0.02372,-0.04247,-0.8223,-0.55128,-0.34997,-0.52841,-0.28185,0,0,1,0,0
4674,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.43173,-0.34997,-0.82382,-0.28185,0,0,1,0,0
4675,-0.25992,2.25232,-0.1097,-0.0891,-0.02372,-0.04247,-0.01657,1.53543,-0.34997,-0.52841,-0.28185,1,0,1,1,1
4676,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.73051,2.37229,-0.34997,-0.82382,-0.28185,1,0,0,1,1
4677,-0.25992,0.73703,-0.1097,-0.0891,-0.02372,-0.04247,-0.98421,-0.27957,-0.34997,0.94864,-0.28185,1,0,1,0,1
4678,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.71681,0.05734,1.23979,1.24404,-0.28185,0,0,0,0,0
4679,0.13844,1.98031,-0.1097,-0.0891,-0.02372,-0.04247,1.47587,-0.30131,-0.34997,-1.41464,-0.28185,0,0,1,1,1
4680,0.65945,3.35306,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.05134,-0.34997,0.94864,-0.28185,0,0,1,0,1
4681,-0.12738,0.57198,-0.1097,-0.0891,-0.02372,-0.04247,-1.15467,-0.49694,-0.34997,-1.11923,-0.28185,1,0,0,0,0
4682,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.90439,-0.16002,-0.34997,-0.233,-0.28185,1,0,1,1,1
4683,-0.25992,0.41393,-0.1097,-0.0891,-0.02372,-0.04247,0.49106,2.10058,-0.34997,1.24404,-0.28185,0,0,1,1,1
4684,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.73175,1.12244,-0.34997,-1.11923,-0.28185,0,0,1,0,0
4685,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.64639,-0.11655,-0.34997,0.06241,-0.28185,0,0,0,0,1
4686,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.71551,0.6225,-0.34997,-0.233,-0.28185,1,0,0,0,1
4687,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.70412,0.82899,-0.03202,-0.82382,-0.28185,0,0,0,0,0
4688,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.11523,0.60076,-0.34997,0.65323,-0.28185,0,0,1,0,1
4689,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.48072,-0.52954,-0.34997,-0.233,3.54793,0,0,0,0,0
4690,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.8013,-0.13829,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4691,-0.25992,-0.25915,-0.1097,-0.0891,-0.02372,-0.04247,-1.04051,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,0
4692,-0.25992,-0.11355,-0.1097,-0.0891,-0.02372,-0.04247,-1.07286,-0.62736,-0.34997,-1.41464,-0.28185,0,0,1,1,0
4693,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.1108,1.32893,-0.03202,-1.41464,3.54793,0,0,1,1,0
4694,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.20082,-0.6817,1.23979,0.35782,-0.28185,0,0,0,1,1
4695,-0.18862,0.37913,-0.1097,-0.0891,-0.02372,-0.04247,0.504,1.12244,0.92184,0.06241,-0.28185,0,0,0,1,0
4696,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.71511,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
4697,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.0568,1.40501,-0.34997,1.24404,-0.28185,1,0,0,1,0
4698,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.96467,-0.62736,-0.34997,-0.233,-0.28185,1,0,0,0,0
4699,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.12471,1.82888,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4700,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.54737,-0.56215,-0.34997,0.35782,-0.28185,0,0,0,1,0
4701,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.56215,-0.34997,-0.82382,-0.28185,1,0,1,0,1
4702,-0.25992,-0.18026,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.59475,-0.34997,-0.233,-0.28185,1,0,0,0,1
4703,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.03226,-0.6817,-0.34997,-1.41464,-0.28185,1,0,1,1,1
4704,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.05555,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,1
4705,-0.25992,-0.34222,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.54041,-0.34997,-1.11923,-0.28185,0,0,0,1,0
4706,-0.25992,-0.32141,-0.1097,-0.0891,-0.02372,-0.04247,1.59713,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,1
4707,-0.25992,-0.34794,1.02179,-0.0891,-0.02372,-0.04247,0.67944,-0.24697,-0.34997,-1.11923,-0.28185,0,0,1,0,1
4708,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.38497,-0.6817,0.60388,-0.52841,-0.28185,0,0,0,1,0
4709,-0.25992,0.66337,-0.1097,-0.0891,-0.02372,-0.04247,-0.45878,-0.6817,0.92184,0.94864,-0.28185,0,0,0,1,1
4710,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.11923,-0.28185,1,0,1,0,1
4711,-0.23978,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.0231,0.48121,-0.34997,-0.233,-0.28185,0,0,1,1,0
4712,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,0
4713,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.33923,1.79627,-0.34997,1.53945,-0.28185,1,0,0,0,1
4714,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,0
4715,-0.25992,-0.34794,0.30553,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,0,0
4716,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.923,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,0
4717,2.1447,0.29972,-0.1097,-0.0891,-0.02372,-0.04247,-0.6829,-0.6817,-0.34997,-1.11923,3.54793,0,0,0,1,0
4718,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.7628,-0.58389,-0.34997,0.94864,-0.28185,1,0,1,0,0
4719,-0.25992,0.41393,-0.1097,-0.0891,-0.02372,-0.04247,-0.74543,0.94854,-0.34997,1.24404,-0.28185,0,0,1,1,1
4720,-0.25992,-0.30571,-0.1097,-0.0891,-0.02372,-0.04247,1.52646,0.30731,-0.34997,0.06241,-0.28185,0,0,1,1,1
4721,-0.25992,1.12758,-0.1097,-0.0891,-0.02372,-0.04247,0.6974,0.83986,-0.34997,-1.41464,-0.28185,1,0,1,1,0
4722,-0.21965,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.97598,6.2414,-0.34997,-0.82382,-0.28185,0,0,0,0,0
4723,-0.16933,0.03928,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,0,1
4724,-0.25992,-0.34157,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.03202,0.06241,-0.28185,0,0,0,0,1
4725,-0.25992,-0.18026,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,0,1
4726,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.65219,-0.01873,-0.34997,0.35782,-0.28185,0,0,1,1,0
4727,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,0
4728,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.23347,-0.6817,0.92184,0.94864,-0.28185,0,0,1,1,1
4729,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,0.60388,-1.11923,-0.28185,0,0,0,1,1
4730,-0.25992,0.46549,-0.1097,-0.0891,-0.02372,-0.04247,-0.93042,-0.4752,-0.34997,-0.82382,-0.28185,1,0,0,0,0
4731,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.05074,-0.6817,-0.34997,0.06241,-0.28185,1,0,0,1,0
4732,-0.25992,-0.24766,-0.1097,-0.0891,-0.02372,-0.04247,-0.43535,1.94843,-0.34997,-0.82382,-0.28185,1,0,1,1,0
4733,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.48341,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4734,-0.25992,-0.33039,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,0,0
4735,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.59269,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,0
4736,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.89475,-0.6817,-0.34997,0.06241,-0.28185,0,0,1,0,1
4737,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.47462,-0.6817,2.19364,0.94864,-0.28185,0,0,0,1,1
4738,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.40116,0.22037,-0.34997,0.65323,-0.28185,0,0,1,1,1
4739,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,0.28593,-0.82382,-0.28185,0,0,1,1,1
4740,-0.25992,-0.33122,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,1.42675,2.19364,1.83486,-0.28185,0,0,0,1,0
4741,-0.25992,0.17836,-0.1097,-0.0891,-0.02372,-0.04247,-0.03963,1.57891,-0.34997,0.06241,3.54793,0,0,0,0,0
4742,-0.25992,-0.34334,-0.1097,-0.0891,-0.02372,-0.04247,0.10876,-0.54041,-0.34997,-0.52841,-0.28185,0,0,0,1,1
4743,-0.25992,-0.28476,4.56161,-0.0891,-0.02372,-0.04247,-0.20909,-0.0296,-0.34997,0.06241,3.54793,1,0,0,1,1
4744,4.07354,0.4758,-0.1097,-0.0891,-0.02372,-0.04247,1.46101,-0.6817,0.92184,-1.41464,-0.28185,0,0,0,1,1
4745,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.12568,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,1,1
4746,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,1
4747,-0.25992,-0.31963,-0.1097,-0.0891,-0.02372,-0.04247,0.21259,0.15516,-0.34997,0.06241,-0.28185,1,0,0,0,1
4748,-0.16933,0.03928,-0.1097,-0.0891,-0.02372,-0.04247,-0.49538,-0.58389,-0.03202,-0.233,-0.28185,0,0,0,0,0
4749,-0.15926,-0.34024,-0.1097,-0.0891,-0.02372,-0.04247,0.18557,-0.6817,-0.34997,0.94864,-0.28185,1,0,0,1,0
4750,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.69498,-0.50781,-0.34997,0.94864,-0.28185,0,0,0,1,0
4751,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.70408,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,1
4752,3.77361,6.44745,2.38167,-0.0891,-0.02372,-0.04247,-1.10075,-0.13829,-0.34997,0.35782,-0.28185,1,0,0,1,0
4753,3.77361,6.44745,2.10485,-0.0891,-0.02372,-0.04247,-0.86723,-0.58389,-0.34997,-0.52841,-0.28185,0,0,1,1,0
4754,-0.25992,-0.2237,-0.1097,-0.0891,-0.02372,-0.04247,-0.01234,-0.11655,-0.34997,-0.233,-0.28185,0,0,0,1,1
4755,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.21962,0.99202,-0.34997,-0.82382,-0.28185,0,0,1,1,1
4756,-0.25992,-0.0834,-0.1097,-0.0891,-0.02372,-0.04247,0.10575,0.4486,-0.34997,-0.233,-0.28185,0,0,1,1,1
4757,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.94275,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,0
4758,-0.20959,-0.28992,-0.1097,-0.0891,-0.02372,-0.04247,-1.02115,-0.14915,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4759,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.20386,1.5137,0.60388,1.24404,3.54793,1,0,0,0,0
4760,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.13342,-0.34997,-0.52841,-0.28185,1,0,0,0,0
4761,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.31818,0.28593,0.06241,-0.28185,0,0,0,0,0
4762,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.58418,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,1,1
4763,-0.25992,-0.18026,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,0,1
4764,-0.25992,-0.25702,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.06241,-0.28185,1,0,1,1,1
4765,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.62128,-0.61649,-0.34997,0.94864,-0.28185,0,0,0,1,1
4766,-0.25992,-0.28476,-0.1097,-0.0891,-0.02372,-0.04247,-1.10288,-0.58389,-0.34997,-0.82382,-0.28185,0,1,0,0,0
4767,7.95386,3.25755,-0.1097,-0.0891,-0.02372,-0.04247,-0.36398,1.37241,-0.34997,0.65323,-0.28185,1,0,1,1,1
4768,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.86995,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,1
4769,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,0
4770,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.21679,0.37252,-0.34997,0.65323,-0.28185,1,0,1,0,0
4771,-0.25992,-0.27147,-0.1097,-0.0891,-0.02372,-0.04247,-1.05527,0.8616,-0.34997,0.94864,-0.28185,1,0,0,0,0
4772,-0.25992,-0.34794,-0.10968,-0.0891,-0.02372,-0.04247,-0.79142,0.72031,-0.34997,0.06241,-0.28185,1,0,0,0,0
4773,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.05278,0.02474,-0.34997,1.24404,-0.28185,0,0,1,0,0
4774,-0.25992,-0.26949,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,0,0
4775,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.15482,4.1873,0.28593,-1.11923,-0.28185,0,0,0,1,1
4776,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71916,-0.37739,-0.34997,0.06241,-0.28185,1,0,1,0,0
4777,-0.25992,0.36832,3.35053,-0.0891,-0.02372,-0.04247,-1.04584,1.90495,-0.34997,1.24404,-0.28185,0,0,0,0,1
4778,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.49413,-0.6817,1.55774,-0.52841,-0.28185,0,0,0,1,1
4779,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.2612,-0.33391,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4780,-0.25992,-0.22532,-0.1097,-0.0891,-0.02372,-0.04247,-0.04216,0.11169,-0.34997,1.53945,-0.28185,0,0,1,0,1
4781,0.65945,3.35306,-0.1097,-0.0891,-0.02372,-0.04247,0.68728,2.10058,-0.34997,1.24404,-0.28185,1,0,0,0,1
4782,-0.25992,-0.34515,-0.1097,-0.0891,-0.02372,-0.04247,-0.5701,1.53543,-0.34997,-1.41464,-0.28185,1,0,1,0,0
4783,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,1,0,1,1,0
4784,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.45347,-0.34997,-0.52841,-0.28185,0,0,0,0,0
4785,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.41464,-0.28185,0,0,1,1,1
4786,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,3.54793,0,0,0,1,0
4787,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,0
4788,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.39417,-0.6817,-0.34997,0.94864,-0.28185,1,0,1,0,0
4789,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.20699,-0.6817,5.37315,0.06241,-0.28185,0,0,0,1,1
4790,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.41027,2.25274,0.92184,1.53945,-0.28185,0,0,1,1,1
4791,-0.25992,-0.30269,-0.1097,-0.0891,-0.02372,-0.04247,-0.41518,0.416,-0.34997,0.06241,-0.28185,1,0,1,0,1
4792,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.0177,-0.6817,1.23979,0.35782,-0.28185,0,0,0,1,1
4793,-0.25992,-0.30794,-0.1097,-0.0891,-0.02372,-0.04247,1.46778,0.24211,-0.34997,-0.82382,-0.28185,0,0,0,1,0
4794,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.81709,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,0,0
4795,0.34402,1.48183,-0.1097,-0.0891,-0.02372,-0.04247,-0.67114,-0.6817,2.51159,1.24404,-0.28185,0,0,0,1,1
4796,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.7309,-0.6817,1.23979,-0.82382,-0.28185,0,0,0,1,1
4797,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.52954,-0.34997,-0.52841,-0.28185,0,0,0,0,0
4798,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.60271,-0.06221,0.28593,-1.11923,-0.28185,0,0,0,1,1
4799,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.2576,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4800,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,1
4801,-0.25992,2.25232,-0.1097,-0.0891,-0.02372,-0.04247,0.87686,1.70932,-0.34997,-1.41464,-0.28185,0,0,0,1,1
4802,-0.25992,-0.3023,-0.1097,-0.0891,-0.02372,-0.04247,1.27562,-0.6817,-0.03202,0.06241,-0.28185,0,0,1,1,1
4803,-0.12571,0.13004,-0.1097,-0.0891,-0.02372,-0.04247,-0.45579,2.82876,-0.03202,-0.233,-0.28185,0,0,0,1,0
4804,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.50227,-0.6817,0.60388,-0.52841,-0.28185,0,0,0,1,1
4805,3.12685,0.18816,-0.1097,-0.0891,-0.02372,-0.04247,-1.12114,-0.46433,-0.34997,-0.233,-0.28185,0,0,1,1,0
4806,-0.01912,1.25808,-0.1097,-0.0891,-0.02372,-0.04247,1.47878,0.30731,-0.34997,1.83486,-0.28185,0,0,0,0,0
4807,-0.25992,-0.24623,-0.1097,-0.0891,-0.02372,-0.04247,-1.10356,-0.57302,-0.34997,1.53945,-0.28185,1,0,1,0,0
4808,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.05615,0.26384,-0.34997,-1.11923,-0.28185,0,0,0,1,0
4809,-0.25992,-0.34794,-0.1097,1.00605,-0.02372,-0.04247,0.43352,-0.57302,-0.34997,-1.41464,-0.28185,0,0,0,0,1
4810,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.11173,0.76378,-0.03202,0.94864,-0.28185,0,0,0,1,0
4811,-0.25992,1.21214,3.35053,-0.0891,-0.02372,-0.04247,0.07572,1.36154,-0.34997,1.24404,-0.28185,0,0,0,1,0
4812,-0.25992,-0.07122,-0.1097,-0.0891,-0.02372,-0.04247,1.67711,-0.55128,0.92184,0.35782,-0.28185,0,0,0,0,1
4813,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.0818,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,0,1
4814,0.25888,0.60893,-0.1097,-0.0891,-0.02372,-0.04247,-0.69148,-0.6817,-0.34997,0.65323,-0.28185,0,0,0,0,1
4815,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,0
4816,0.65945,3.35306,-0.1097,-0.0891,-0.02372,-0.04247,-0.55506,-0.09481,-0.34997,1.53945,-0.28185,0,0,0,0,0
4817,0.34402,2.12201,-0.1097,-0.0891,-0.02372,-0.04247,0.55049,-0.4752,-0.03202,-0.82382,-0.28185,0,0,0,0,0
4818,-0.25992,-0.34794,-0.1097,0.30566,-0.02372,-0.04247,-0.63447,-0.01873,-0.34997,0.35782,-0.28185,0,0,1,0,1
4819,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.58313,-0.10568,-0.34997,0.06241,-0.28185,0,0,1,0,0
4820,-0.25992,-0.08627,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,1
4821,-0.25992,-0.32033,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,1.23979,-1.11923,-0.28185,0,0,0,1,0
4822,-0.25992,1.24532,-0.1097,-0.0891,-0.02372,-0.04247,-0.15308,2.86136,-0.34997,-1.41464,-0.28185,0,0,0,1,1
4823,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.4211,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,1
4824,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.10744,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,0
4825,0.0085,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.53463,-0.48607,-0.34997,-1.11923,-0.28185,0,0,1,0,0
4826,1.44854,-0.08456,-0.1097,-0.0891,-0.02372,-0.04247,-0.02618,-0.4426,-0.34997,1.83486,-0.28185,1,0,0,1,0
4827,-0.25992,-0.19767,-0.1097,-0.0891,-0.02372,-0.04247,-0.46899,1.57891,-0.34997,-1.41464,-0.28185,0,0,1,1,1
4828,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.42776,-0.30131,-0.34997,1.83486,-0.28185,1,0,0,0,0
4829,-0.093,-0.34794,-0.1097,3.01019,-0.02372,-0.04247,0.95954,0.25297,-0.34997,-0.82382,3.54793,0,0,0,0,0
4830,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.30657,-0.6817,-0.34997,1.24404,-0.28185,1,0,0,1,0
4831,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.77082,-0.6817,-0.03202,-0.233,-0.28185,0,0,0,1,1
4832,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.65378,-0.6817,-0.03202,-1.11923,-0.28185,0,0,0,1,1
4833,-0.25992,1.82227,-0.1097,-0.0891,-0.02372,-0.04247,-1.05156,-0.59475,-0.34997,-1.11923,-0.28185,0,0,0,1,1
4834,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.82046,0.22037,-0.34997,0.94864,-0.28185,0,0,0,1,1
